cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
337,116,3.52,12,8,93,21,1003
337,117,3.81,12,8,116,18,1004
384,117,4.0,12,8,80,20,1005
297,117,3.5,12,8,104,18,1006
419,117,4.02,12,8,114,20,1007
243,118,3.46,12,8,103,22,1008
251,117,3.42,12,8,76,23,1009
313,117,3.28,12,8,100,14,1010
291,116,3.47,12,8,108,21,1011
258,117,3.53,12,8,131,18,1012
322,117,3.28,12,8,93,13,1013
247,115,3.76,12,8,102,21,1014
225,116,3.64,12,8,117,20,1015
245,115,3.83,12,8,135,17,1016
291,120,3.9,12,8,147,17,1017
260,118,3.19,12,8,126,19,1018
258,118,3.25,12,8,135,16,1019
271,120,4.28,11,8,100,23,1020
217,115,3.37,12,8,153,19,1021
279,113,3.33,12,8,142,21,1022
221,116,3.88,12,8,102,23,1023
222,89,3.6,10,6,122,15,1024
246,112,3.39,12,6,125,28,1025
254,116,3.2,12,6,136,23,1026
310,148,3.86,12,6,115,25,1027
212,103,3.46,12,6,134,20,1028
251,113,3.96,11,6,136,14,1029
253,83,3.35,11,6,117,16,1030
269,114,3.39,11,6,151,25,1031
312,128,3.14,11,6,140,23,1032
192,118,3.73,11,6,113,24,1033
276,109,3.17,11,6,115,26,1034
327,134,3.56,11,6,125,16,1035
277,140,3.67,11,6,131,16,1036
274,117,3.9,11,6,127,21,1037
270,135,3.91,11,6,132,20,1038
255,124,3.83,11,6,131,28,1039
245,125,3.12,11,6,121,16,1040
204,121,3.16,11,6,136,25,1041
247,115,3.64,11,6,116,29,1042
261,130,4.01,11,6,133,19,1043
195,113,3.88,11,6,132,20,1044
165,126,3.24,11,6,123,17,1045
256,126,3.72,11,6,131,25,1046
301,114,3.09,11,6,136,26,1047
203,140,3.25,11,6,134,17,1048
251,99,3.41,11,6,126,22,1049
239,125,3.66,11,6,131,27,1050
292,141,3.38,11,6,140,27,1051
212,127,3.74,11,6,127,17,1052
321,127,4.17,11,6,112,18,1053
195,137,4.0,11,6,139,18,1054
225,123,3.54,11,6,143,25,1055
288,120,3.21,11,6,114,23,1056
284,122,3.33,11,6,137,23,1057
