query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
3fd7bf99-c452-442a-81e3-cbba741caae8,1,1,1,1,0,sitting_down
fd5789d1-72a7-4595-b912-c7ca60518f95,1,1,1,1,0,pushing
b53fcd9d-0737-49e4-beaa-37b7c7b49e91,0,1,1,1,0,looking_around
9b2cb22e-f041-40da-ac19-1e1bf3104c51,0,1,1,1,0,talking
e73ed929-f032-4477-bbce-3a6b8def7c37,0,1,1,1,0,drinking
6ae31af3-6134-47d1-8912-697970913d74,1,1,1,1,0,entering
edf8a971-f2df-4f99-8636-e5965cd84ee8,0,0,1,1,0,talking_on_phone
c7e9d7fe-7c9b-431d-a6c4-d3e849607cb6,1,1,1,1,0,pulling
ba40f856-a03a-4475-bf7d-25a6c82f427e,0,0,1,1,100,closing
82ccf0db-4a98-464a-9e0a-abc31554eba7,0,1,1,1,0,using_phone
9d7ce986-6a65-40c9-9acb-2adbd7c2e475,1,1,1,1,0,pushing
8732e645-e6dd-4b80-8156-d1bf67bc7a88,1,1,1,1,0,sitting
2b569d48-8c0f-457a-916c-99dc85f8d4b9,1,1,1,1,0,pocket_out
635ce414-739f-475c-9d3b-47b34a3004c1,1,1,1,1,0,jumping
855b653d-376b-4253-98b6-def8f3fe82e2,1,1,1,1,0,opening
540c7299-824a-4610-95b8-f29daf3d2b02,0,1,1,1,100,sitting
c4f4c5c8-4c3e-4e6f-961f-34780027c123,1,1,1,1,0,closing
202fd1da-e9ac-40de-8016-cc285db9478c,0,1,1,1,0,closing
5f272380-14e5-4864-951a-ddd775ad4a4f,0,1,1,1,0,sitting
8bfa675f-e72d-4a83-876c-200b2c825cd3,1,1,1,1,0,crouching
14e28e52-1a86-4eaa-a2fe-46e9b0745c50,0,1,1,1,0,loitering
042d7514-f746-4f7a-8b3a-5087a21929de,1,1,1,1,0,jumping
50422d71-f87a-4b20-8551-ffaa6dc87a3d,1,1,1,1,0,fall
e7bd5173-acb8-4440-849f-944750ca57e9,1,1,1,1,0,sitting
fecb5d90-fd29-40c6-85a6-11f0c42eb6e6,1,1,1,1,0,carrying
e8348fe1-3591-4009-893d-563b33ab337e,0,0,0,1,100,talking
f27ebc15-634d-4efa-8fc3-568572e0a25f,0,0,0,1,0,looking_around
0971d87a-b9b4-451a-b5ac-649dbaf0afe6,0,1,1,1,100,sitting
87b256ba-9ccf-4abe-b9eb-80f883c8aedb,1,1,1,1,0,standing
f8a3edeb-b0f5-4d93-8c9b-e529bfaa773e,1,1,1,1,0,carrying_light
1f859099-4b0e-4d5d-878e-372fe7e4f9e9,1,1,1,1,0,waving_hand
177464f9-f4ec-43cb-b0ba-29009a892462,1,1,1,1,0,sitting
17a1b4c2-5042-4568-aceb-f19ebc43b59d,0,1,1,1,0,looking_around
e2d3fdbf-36de-4c59-9ecd-163c783bc7fb,1,1,1,1,0,pushing
7c36c784-3ea9-425e-9153-1d218f918ce2,0,0,0,0,0,20
07e9bb72-c9fe-465f-ba50-5a574b7093c5,1,1,1,1,0,standing_up
dc856edb-f080-4cd0-bf6a-4bf7a267f61e,1,1,1,1,100,looking_around
3c9f7bed-0a20-48e9-9e7a-fe883b06ea3e,0,0,0,0,0,16
d19db7d0-0e2c-48ac-9df7-9d9dd1534eda,1,1,1,1,0,sitting_down
351202d7-624c-4083-aae4-a594b9ffb541,0,0,0,1,0,looking_around
0057a51f-21ad-40ca-ae74-9c136bab94b3,0,1,1,1,100,carrying_heavy
7df0c569-c5cb-4b1e-a2d2-5476e5e6f53b,1,1,1,1,0,pocket_out
6119c3af-aad1-49df-a60a-a52f28501c50,0,0,0,1,0,sitting
7a5296fa-2724-45ce-93c2-f009ba90d4ef,1,1,1,1,0,drinking
