core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
103.86,5.38,7.16,1.5,2.54,2.63,1.03,1.31,102.83,3.95,605
98.8,5.61,7.18,1.55,2.37,2.38,1.08,1.16,102.87,3.71,606
100.9,5.61,7.54,1.65,2.57,2.62,1.38,1.36,103.01,3.76,607
99.29,5.84,7.16,1.48,2.65,2.65,0.97,1.34,102.88,3.59,608
101.14,5.69,6.96,1.36,2.47,2.47,1.33,1.15,102.95,3.23,609
92.7,5.48,6.59,1.75,2.4,2.2,1.57,1.62,102.31,3.57,610
90.15,5.59,7.09,1.49,2.45,2.52,0.92,2.2,103.15,3.54,611
90.95,5.26,7.18,1.57,1.89,2.96,1.09,1.75,103.1,3.09,612
93.92,5.65,6.93,1.56,2.01,2.22,1.27,1.83,103.14,3.91,613
95.81,5.53,6.78,1.63,2.1,2.63,1.26,1.77,103.07,4.05,614
94.45,5.53,6.99,1.48,2.23,2.51,0.84,2.11,102.78,3.42,615
92.54,5.25,7.04,1.88,2.27,2.22,1.33,1.94,134.52,3.58,616
92.22,5.45,6.59,1.4,2.22,2.55,1.36,1.74,135.29,3.62,617
89.06,5.54,6.72,1.42,2.47,2.38,1.17,1.76,134.64,4.08,618
88.84,5.46,6.94,0.99,2.19,2.76,1.3,1.98,142.99,3.78,619
91.72,5.8,6.47,1.58,2.06,2.47,1.36,2.06,135.19,3.75,620
89.61,5.46,7.04,1.45,2.54,2.59,0.98,1.81,147.74,3.05,621
88.68,5.6,6.86,2.43,2.28,2.44,1.0,2.01,142.81,3.99,622
94.55,5.59,6.51,2.22,1.81,2.48,1.17,1.67,141.85,3.59,623
88.45,5.12,6.75,2.56,2.28,2.58,1.35,2.15,136.58,3.37,624
95.08,5.47,6.65,2.45,2.14,2.64,0.93,1.52,141.75,3.41,625
95.06,5.83,6.72,2.16,2.13,2.64,1.1,2.11,131.71,3.53,626
91.73,5.05,6.84,2.35,2.21,2.49,1.06,1.4,139.34,3.74,627
91.82,5.67,6.96,2.62,2.37,2.36,0.88,1.71,144.74,3.23,628
88.89,5.58,6.46,1.97,2.2,2.5,1.38,1.68,135.8,3.37,629
82.73,5.81,6.81,2.43,2.38,2.71,1.22,1.77,142.52,3.45,630
82.19,5.99,6.5,2.2,2.31,2.69,1.15,1.36,140.47,3.14,631
82.74,6.24,6.74,2.61,2.08,2.35,1.05,1.91,135.67,3.74,632
81.88,5.93,6.99,2.49,2.09,2.66,1.13,1.69,139.48,3.26,633
81.52,5.93,6.52,2.17,2.41,2.55,1.09,1.79,145.0,3.44,634
78.87,5.85,6.85,2.34,2.18,2.51,1.11,2.02,140.97,3.41,635
82.08,6.36,6.99,1.88,2.66,2.6,0.84,1.32,132.07,3.3,636
81.93,6.01,6.48,2.23,2.66,2.71,1.09,1.64,146.6,1.45,637
81.98,6.22,6.9,2.39,2.75,2.44,1.24,1.55,137.77,3.2,638
81.75,5.94,6.58,2.2,2.89,2.31,1.0,1.5,132.15,3.6,639
83.63,5.68,6.47,2.16,2.3,2.92,1.3,1.56,144.42,3.53,640
82.33,6.18,6.56,2.4,3.02,2.67,1.39,1.5,140.31,3.65,641
82.45,5.97,6.91,2.07,2.92,2.69,1.11,2.03,146.96,3.65,642
82.4,6.21,6.6,2.05,3.86,2.45,0.96,1.47,139.87,3.53,643
82.29,6.03,6.68,2.15,2.98,2.68,0.88,1.67,145.82,3.24,644
82.13,5.96,6.74,1.87,2.39,2.61,0.94,1.45,142.75,3.66,645
