query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
37c69017-9f2a-406e-9b14-1cef345f8f34,0,0,1,1,0,loitering
52772f17-7985-4c5e-bd50-199e7862d20f,1,1,1,1,0,sitting
e8f61868-9f8c-41af-a2ad-c560f1a57ba2,1,1,1,1,0,fall
9ac22760-dd08-4627-8198-bdbac1d1b369,1,1,1,1,0,looking_around
b8093754-3301-42a9-a318-366d2c75eabd,0,1,1,1,0,pointing
92b54a51-7686-4116-abe3-0b3f20fc9284,1,1,1,1,0,carrying_heavy
afc2bd4c-d979-4e85-b63c-9733dc5d6b05,0,0,0,1,0,pulling
1d907170-e620-4e72-8e30-4c8973d2d742,1,1,1,1,0,kicking
4422463c-b1bf-48bc-922a-742b6d070c7f,1,1,1,1,0,fall
c2625d77-69d0-47e9-9885-bca7200eabc8,1,1,1,1,0,pushing
2df76759-d8c1-47ba-b6cd-4fd3ac192944,1,1,1,1,0,fall
85109fa0-af8d-4318-adea-dbb3a1ecfbbd,1,1,1,1,0,throwing
de63d63b-be1e-42ff-ad44-e21b67fcd842,1,1,1,1,0,jumping
bda7176f-20b6-47a9-b08e-38e0d7291b28,1,1,1,1,0,checking_time
3b2cf23c-7e26-4e86-8a90-199dcc77fc7c,1,1,1,1,0,sitting_down
